知道 zhidao
承上起下 chengshangqixia
自视甚高 zishishengao
稀有金属 xiyoujinshu
风度翩翩 fengdupianpian
劳动对象 laodongduixiang
叨念 daonian
前庭 qianting
学有所成 xueyousuocheng
除害兴利 chuhaixingli
民富国强 minfuguoqiang
科教兴国 kejiaoxingguo
抗日救亡 kangrijiuwang
如左右手 ruzuoyoushou
屡禁不绝 lvjinbujue
涂抹 tumo
骨肉至亲 gurouzhiqin
取信于民 quxinyumin
善有善报 shanyoushanbao
奢侈浪费 shechilangfei
中枢神经 zhongshushenjing
万人之敌 wanrenzhidi
名流 mingliu
冤有头 yuanyoutou
养成 yangcheng
小偷小摸 xiaotouxiaomo
知难而退 zhinanertui
生产过剩 shengchanguosheng
主要矛盾 zhuyaomaodun
工农联盟 gongnonglianmeng
炮凤烹龙 paofengpenglong
社会科学 shehuikexue
供过于求 gongguoyuqiu
窃钩者诛 qiegouzhezhu
满盘皆输 manpanjieshu
没得说 meideshuo
使不得 shibude
醉拳 zuiquan
裹尸马革 guoshimage
提升 tisheng
屡战屡败 lvzhanlvbai
无止无休 wuzhiwuxiu
急于事功 jiyushigong
提升 disheng
飒爽英姿 sashuangyingzi
动荡不定 dongdangbuding
说不着 shuobuzhuo
操作系统 caozuoxitong
合纵连横 hezonglianheng
说不着 shuibuzhuo
物价指数 wujiazhishu
出口伤人 chukoushangren
平均利润 pingjunlirun
清心寡欲 qingxinguayu
收效甚微 shouxiaoshenwei
听风是雨 tingfengshiyu
万家生佛 wanjiashengfo
熔断 rongduan
游击战 youjizhan
没关系 meiguanxi
有心无力 youxinwuli
形象思维 xingxiangsiwei
丁是丁 dingshiding
人死留名 rensiliuming
难以启齿 nanyiqichi
略去 lvequ
上蹿下跳 shangcuanxiatiao
年迈体弱 nianmaitiruo
社会活动 shehuihuodong
惊恐不安 jingkongbuan
炒买炒卖 chaomaichaomai
黄梁美梦 huangliangmeimeng
间歇性 jianxiexing
混日子 hunrizi
云开见日 yunkaijianri
超凡脱俗 chaofantuosu
形式逻辑 xingshiluoji
狂放不羁 kuangfangbuji
皮包骨头 pibaogutou
精力充沛 jinglichongpei
硝烟滚滚 xiaoyangungun
市井之徒 shijingzhitu
攻心为上 gongxinweishang
文武百官 wenwubaiguan
枯萎 kuwei
存乎其人 cunhuqiren
无机可乘 wujikecheng
远道而来 yuandaoerlai
工时 gongshi
赶潮流 ganchaoliu
莞尔而笑 guanererxiao
家庭妇女 jiatingfunv
有才无命 youcaiwuming
万众瞩目 wanzhongzhumu
头昏脑涨 touhunnaozhang
热胀冷缩 rezhanglengsuo
启蒙运动 qimengyundong
事关重大 shiguanzhongda
环肥燕瘦 huanfeiyanshou
寡言少语 guayanshaoyu
无路可走 wulukezou
相看 xiangkan
重婚 zhonghun
水上飞机 shuishangfeiji
千叮咛 qiandingning
博览群书 bolanqunshu
菜畦 caiqi
大开大合 dakaidahe
大开大合 daikaidahe
宁缺勿滥 ningquewulan
尽其所有 jinqisuoyou
行必果 xingbiguo
下坡路 xiapolu
好景不常 haojingbuchang
止步不前 zhibubuqian
行必果 hangbiguo
晴转多云 qingzhuanduoyun
冲锋 chongfeng
无可争辩 wukezhengbian
雨后送伞 yuhousongsan
头高头低 tougaotoudi
不冷不热 bulengbure
消化系统 xiaohuaxitong
抬轿子 taijiaozi
面对面 mianduimian
雨夹雪 yujiaxue
志存高远 zhicungaoyuan
起早摸黑 qizaomohei
粮食作物 liangshizuowu
赞叹不已 zantanbuyi
相间 xiangjian
借东风 jiedongfeng
演唱 yanchang
打官腔 daguanqiang
溢美之词 yimeizhici
丝绸之路 sichouzhilu
猴年马月 hounianmayue
屏声息气 pingshengxiqi
打圆场 dayuanchang
玉汝于成 yuruyucheng
登山运动 dengshanyundong
教育系 jiaoyuxi
入幕之宾 rumuzhibin
水解 shuijie
海洋生物 haiyangshengwu
扑面而来 pumianerlai
由此可知 youcikezhi
夜深人静 yeshenrenjing
拉帮结伙 labangjiehuo
对外贸易 duiwaimaoyi
畅行无阻 changxingwuzu
有所作为 yousuozuowei
无人过问 wurenguowen
说不清 shuobuqing
说不清 shuibuqing
志愿军 zhiyuanjun
世界大战 shijiedazhan
略带 lvedai
折腰 zheyao
国家机器 guojiajiqi
折腰 sheyao
气壮如牛 qizhuangruniu
逐字逐句 zhuzizhuju
悠悠然 youyouran
辛卯 xinmao
工艺流程 gongyiliucheng
执法必严 zhifabiyan
货畅其流 huochangqiliu
意在 yizai
体弱多病 tiruoduobing
生产方式 shengchanfangshi
首都在线 shouduzaixian
产业革命 chanyegeming
撕心裂肺 sixinliefei
暴饮暴食 baoyinbaoshi
拍板成交 paibanchengjiao
自认倒霉 zirendaomei
劈头盖脑 pitougainao
生生死死 shengshengsisi
遇事 yushi
暴饮暴食 puyinbaoshi
实际工资 shijigongzi
饶有兴趣 raoyouxingqu
千儿八百 qianerbabai
羞于启齿 xiuyuqichi
有过之 youguozhi
耳闻目见 erwenmujian
人中 renzhong
气不忿儿 qibufener
忤逆不孝 wunibuxiao
没完没了 meiwanmeiliao
剩余产品 shengyuchanpin
自学成才 zixuechengcai
人以群分 renyiqunfen
定时炸弹 dingshizhadan
科班出身 kebanchushen
只欠东风 zhiqiandongfeng
深得人心 shenderenxin
多管闲事 duoguanxianshi
不怕牺牲 bupaxisheng
一把子 yibazi
落到实处 luodaoshichu
基本建设 jibenjianshe
急不暇择 jibuxiaze
落到实处 laodaoshichu
大跌眼镜 dadieyanjing
转瞬即逝 zhuanshunjishi
相依相偎 xiangyixiangwei
辛未 xinwei
大跌眼镜 daidieyanjing
连战连捷 lianzhanlianjie
浪子回头 langzihuitou
时有所闻 shiyousuowen
姑息迁就 guxiqianjiu
勒令 leling
连绵不断 lianmianbuduan
勒令 leiling
古木参天 gumucantian
知识青年 zhishiqingnian
情真意挚 qingzhenyizhi
愚者千虑 yuzheqianlv
衣锦夜行 yijinyexing
绝子绝孙 juezijuesun
悲欢 beihuan
基本矛盾 jibenmaodun
从早到晚 congzaodaowan
无庸赘述 wuyongzhuishu
争功诿过 zhenggongweiguo
变则通 bianzetong
没头没尾 meitoumeiwei
忽闪 hushan
上层建筑 shangcengjianzhu
令人生畏 lingrenshengwei
俭故能广 jiangunengguang
融汇贯通 ronghuiguantong
科技兴农 kejixingnong
求胜心切 qiushengxinqie
挥霍无度 huihuowudu
一丁点儿 yidingdianer
窝里横 woliheng
日环食 rihuanshi
骂不绝口 mabujuekou
满招损 manzhaosun
天晓得 tianxiaode
专科学校 zhuankexuexiao
不远万里 buyuanwanli
翻两番 fanliangfan
无从谈起 wucongtanqi
孰不可忍 shubukeren
按劳分配 anlaofenpei
组织生活 zuzhishenghuo
耳鬓斯磨 erbinsimo
些许 xiexu
国家机关 guojiajiguan
跨鹤西游 kuahexiyou
丙寅 bingyin
备用品 beiyongpin
国际法 guojifa
卯是卯 maoshimao
婆娑起舞 posuoqiwu
立党为公 lidangweigong
啧啧称赞 zezechengzan
几 ji
慎之又慎 shenzhiyoushen
风雪交加 fengxuejiaojia
活蹦乱跳 huobengluantiao
乙未 yiwei
遗忘 yiwang
小队长 xiaoduichang
想当年 xiangdangnian
摸爬滚打 mopagunda
不进则退 bujinzetui
铭记在心 mingjizaixin
日晒雨淋 rishaiyulin
自负盈亏 zifuyingkui
政策性 zhengcexing
见高低 jiangaodi
走着瞧 zouzhuoqiao
庚午 gengwu
田径运动 tianjingyundong
癸亥 guihai
虫沙猿鹤 chongshayuanhe
啃书本 kenshuben
上山下乡 shangshanxiaxiang
成气候 chengqihou
贪大求洋 tandaqiuyang
癸未 guiwei
动荡不安 dongdangbuan
见棱见角 jianlengjianjiao
难割难舍 nangenanshe
留连忘返 liulianwangfan
微观世界 weiguanshijie
社会教育 shehuijiaoyu
百十 baishi
不分伯仲 bufenbozhong
经世济民 jingshijimin
交朋友 jiaopengyou
大量 daliang
静如处女 jingruchunv
撒欢儿 sahuaner
大量 dailiang
铿锵有力 kengqiangyouli
又哭又闹 youkuyounao
哭天喊地 kutianhandi
食指 shizhi
自行其事 zixingqishi
预制构件 yuzhigoujian
菌根 jungen
仪表堂堂 yibiaotangtang
知难而上 zhinanershang
进度表 jindubiao
大办 daban
祸福相依 huofuxiangyi
自给有余 zigeiyouyu
义务教育 yiwujiaoyu
大办 daiban
坎坷不平 kankebuping
远在天边 yuanzaitianbian
粉墨 fenmo
神经系统 shenjingxitong
壬戌 renxu
男才女貌 nancainvmao
小妞 xiaoniu
人头攒动 rentouzandong
以情感人 yiqingganren
舒眉展眼 shumeizhanyan
站点 zhandian
两栖动物 liangqidongwu
放长线 fangchangxian
毫无例外 haowuliwai
合成纤维 hechengxianwei
陈放 chenfang
诈骗者 zhapianzhe
欲取姑予 yuquguyu
百家饭 baijiafan
族裔 zuyi
人多手杂 renduoshouza
丈夫 zhangfu
祖传秘方 zuchuanmifang
合璧 hebi
拆东墙 chaidongqiang
寓意 yuyi
满怀信心 manhuaixinxin
危言危行 weiyanweixing
勤杂人员 qinzarenyuan
囊中之物 nangzhongzhiwu
国强民富 guoqiangminfu
引以为荣 yinyiweirong
刑庭 xingting
绝对真理 jueduizhenli
众多 zhongduo
河外星系 hewaixingxi
农转非 nongzhuanfei
被叫 beijiao
老鸨 laobao
合不拢嘴 hebulongzui
初露头角 chulutoujiao
词牌 cipai
保护关税 baohuguanshui
子孙万代 zisunwandai
慧眼独具 huiyanduju
不干不净 buganbujing
时好时坏 shihaoshihuai
寝食难安 qinshinanan
酣战 hanzhan
实时 shishi
名传千古 mingchuanqiangu
鱼贯而行 yuguanerxing
泥腿子 nituizi
自报公议 zibaogongyi
花朵 huaduo
红旗报捷 hongqibaojie
莲蓉 lianrong
移山填海 yishantianhai
请帖 qingtie
法不责众 fabuzezhong
计划生育 jihuashengyu
知之甚少 zhizhishenshao
深水港 shenshuigang
仰天长叹 yangtianchangtan
实报实销 shibaoshixiao
功用 gongyong
分子结构 fenzijiegou
扩军备战 kuojunbeizhan
随大流 suidaliu
生产能力 shengchannengli
乙巳 yisi
装孙子 zhuangsunzi
自不待言 zibudaiyan
光饼 guangbing
吃不开 chibukai
帮倒忙 bangdaomang
自然规律 ziranguilv
心想事成 xinxiangshicheng
俱全 juquan
人无远虑 renwuyuanlv
人工授精 rengongshoujing
类书 leishu
放眼看去 fangyankanqu
先公后私 xiangonghousi
双打 shuangda
血统工人 xuetonggongren
不当人子 budangrenzi
青山常在 qingshanchangzai
合欢 hehuan
拿办 naban
血统工人 xietonggongren
文艺批评 wenyipiping
代代相承 daidaixiangcheng
吃得消 chidexiao
纠葛 jiuge
腰板 yaoban
群众运动 qunzhongyundong
房主 fangzhu
有长有短 youchangyouduan
医理 yili
天知地知 tianzhidizhi
人众胜天 renzhongshengtian
热闹非凡 renaofeifan
捧腹大笑 pengfudaxiao
举国上下 juguoshangxia
敬意 jingyi
烟民 yanmin
送货上门 songhuoshangmen
残酷无情 cankuwuqing
强聒不舍 qiangguobushe
初月 chuyue
选举制度 xuanjuzhidu
水平如镜 shuipingrujing
爬格子 pagezi
目无国法 muwuguofa
升斗小民 shengdouxiaomin
强聒不舍 jiangguobushe
动静 dongjing
民心向背 minxinxiangbei
省油灯 shengyoudeng
此情此景 ciqingcijing
开门红 kaimenhong
原著 yuanzhu
相亲相爱 xiangqinxiangai
结局 jieju
省油灯 xingyoudeng
帅哥 shuaige
木本植物 mubenzhiwu
劈天盖地 pitiangaidi
综合治理 zonghezhili
氧气瓶 yangqiping
喜结连理 xijielianli
宪政 xianzheng
外御其侮 waiyuqiwu
言谈 yantan
综合治理 zenghezhili
抛头颅 paotoulu
慰问团 weiwentuan
总的说 zongdeshuo
适逢其时 shifengqishi
叶黄素 yehuangsu
教妇初来 jiaofuchulai
令人满意 lingrenmanyi
浓眉大眼 nongmeidayan
塑性 suxing
排除万难 paichuwannan
现而今 xianerjin
钉齿耙 dingchiba
洋为中用 yangweizhongyong
执两用中 zhiliangyongzhong
存心养性 cunxinyangxing
造陆运动 zaoluyundong
为时尚早 weishishangzao
声名显赫 shengmingxianhe
倒计时 daojishi
奖台 jiangtai
命意 mingyi
摆迷魂阵 baimihunzhen
无疾而终 wujierzhong
正理平治 zhenglipingzhi
小姑独处 xiaoguduchu
饥肠 jichang
工农差别 gongnongchabie
浑然不知 hunranbuzhi
学龄儿童 xuelingertong
说老实话 shuolaoshihua
教主 jiaozhu
曲终人散 quzhongrensan
熔点 rongdian
满腹疑团 manfuyituan
说老实话 shuilaoshihua
虎入羊群 huruyangqun
迂夫子 yufuzi
走马灯 zoumadeng
襁褓 qiangbao
蓄势待发 xushidaifa
春和景明 chunhejingming
佐证 zuozheng
过家家 guojiajia
塘泥 tangni
云开日出 yunkairichu
聚众闹事 juzhongnaoshi
不鸣则已 bumingzeyi
和气生财 heqishengcai
单项式 danxiangshi
和气生财 huoqishengcai
何患无辞 hehuanwuci
单项式 chanxiangshi
象形文字 xiangxingwenzi
闯荡江湖 chuangdangjianghu
各负其责 gefuqize
文言文 wenyanwen
干休所 ganxiusuo
猴头猴脑 houtouhounao
计件工资 jijiangongzi
学有专长 xueyouzhuanchang
顾虑重重 gulvzhongzhong
音信全无 yinxinquanwu
个别差异 gebiechayi
剪报 jianbao
研讨会 yantaohui
眼冒金星 yanmaojinxing
邪教 xiejiao
虎尾春冰 huweichunbing
学前教育 xueqianjiaoyu
放空炮 fangkongpao
力大无穷 lidawuqiong
直系亲属 zhixiqinshu
运输费 yunshufei
打入冷宫 darulenggong
人民政府 renminzhengfu
齐步走 qibuzou
如日方中 rurifangzhong
绝妙好辞 juemiaohaoci
交感神经 jiaoganshenjing
大字 dazi
自愿性 ziyuanxing
各显身手 gexianshenshou
大字 daizi
数额 shue
皮里抽肉 pilichourou
不得了 budeliao
数额 shuoe
拿腔拿调 naqiangnadiao
利国利民 liguolimin
裸子植物 luozizhiwu
趁人之危 chenrenzhiwei
代扣代缴 daikoudaijiao
走为上策 zouweishangce
温暖如春 wennuanruchun
枷锁 jiasuo
男尊女卑 nanzunnvbei
群雌粥粥 quncizhouzhou
执行长 zhixingchang
甜饼 tianbing
变态反应 biantaifanying
受得了 shoudeliao
溶解度 rongjiedu
耍笔杆 shuabigan
精兵强将 jingbingqiangjiang
遥遥领先 yaoyaolingxian
比下有余 bixiayouyu
刮刮叫 guaguajiao
呼吸系统 huxixitong
三 san
闾巷 lvxiang
吃哑巴亏 chiyabakui
款额 kuane
定性处理 dingxingchuli
蓬生麻中 pengshengmazhong
展览会 zhanlanhui
满山遍野 manshanbianye
令人莫测 lingrenmoce
西装革履 xizhuanggelv
条块结合 tiaokuaijiehe
无颜以对 wuyanyidui
与生俱来 yushengjulai
上吐下泻 shangtuxiaxie
十兆 shizhao
边角料 bianjiaoliao
蛆虫 quchong
广开门路 guangkaimenlu
娓娓道来 weiweidaolai
初等教育 chudengjiaoyu
合成染料 hechengranliao
枯枝败叶 kuzhibaiye
物理疗法 wuliliaofa
血本无归 xuebenwugui
粗中有细 cuzhongyouxi
血本无归 xiebenwugui
一对 yidui
生产关系 shengchanguanxi
分理处 fenlichu
争奇斗艳 zhengqidouyan
千帆竞发 qianfanjingfa
胸怀坦荡 xionghuaitandang
越冬作物 yuedongzuowu
大发慈悲 dafacibei
神奇莫测 shenqimoce
保皇派 baohuangpai
吃老本 chilaoben
大发慈悲 daifacibei
吃不消 chibuxiao
所到之处 suodaozhichu
素菜馆 sucaiguan
外交辞令 waijiaociling
辛巳 xinsi
旧恶 jiue
天文数字 tianwenshuzi
步履艰难 bulvjiannan
明摆着 mingbaizhuo
破颜微笑 poyanweixiao
嘉年华会 jianianhuahui
蛮烟瘴雨 manyanzhangyu
真假难辨 zhenjiananbian
领导有方 lingdaoyoufang
排灌站 paiguanzhan
路径 lujing
喜报 xibao
种族歧视 zhongzuqishi
勤工助学 qingongzhuxue
口干舌燥 kouganshezao
吃官司 chiguansi
大包大揽 dabaodalan
梨花大鼓 lihuadagu
柔情蜜意 rouqingmiyi
大包大揽 daibaodalan
打遍天下 dabiantianxia
强作解人 qiangzuojieren
黄毛丫头 huangmaoyatou
大饼 dabing
好歹 haodai
撼天动地 hantiandongdi
举手之劳 jushouzhilao
强作解人 jiangzuojieren
大饼 daibing
假道学 jiadaoxue
稳步前进 wenbuqianjin
悉听尊便 xitingzunbian
干劲冲天 ganjinchongtian
真真假假 zhenzhenjiajia
以诚相见 yichengxiangjian
精忠报国 jingzhongbaoguo
丧家之狗 sangjiazhigou
胸径 xiongjing
寿山石 shoushanshi
后台 houtai
为时已晚 weishiyiwan
走后门 zouhoumen
精神不振 jingshenbuzhen
胸牌 xiongpai
欢呼雀跃 huanhuqueyue
交换价值 jiaohuanjiazhi
己巳 jisi
形态各异 xingtaigeyi
全军覆灭 quanjunfumie
天灵盖 tianlinggai
独门独院 dumenduyuan
远涉重洋 yuanshezhongyang
少量 shaoliang
嫩叶 nenye
老祖宗 laozuzong
小有名气 xiaoyoumingqi
展性 zhanxing
令人信服 lingrenxinfu
藏之名山 cangzhimingshan
独门独户 dumenduhu
凡夫肉眼 fanfurouyan
忘我工作 wangwogongzuo
普法教育 pufajiaoyu
藏之名山 zangzhimingshan
戊辰 wuchen
右手画圆 youshouhuayuan
相互之间 xianghuzhijian
只见树木 zhijianshumu
乳鸽 ruge
脊椎骨 jizhuigu
柿饼 shibing
婚丧嫁娶 hunsangjiaqu
科甲 kejia
好梦难圆 haomengnanyuan
天时地利 tianshidili
投票人 toupiaoren
己丑 jichou
神仙下凡 shenxianxiafan
千里冰封 qianlibingfeng
犹豫不定 youyubuding
洗手不干 xishoubugan
运载火箭 yunzaihuojian
桑葚 sangren
拾级而上 shijiershang
本本主义 benbenzhuyi
军乐团 junletuan
心浮气躁 xinfuqizao
恭贺新禧 gonghexinxi
意谓 yiwei
一打 yida
梦想成真 mengxiangchengzhen
人民公社 renmingongshe
自报家门 zibaojiamen
笑意 xiaoyi
千古遗恨 qianguyihen
甲戌 jiaxu
农夫 nongfu
皮夹 pijia
上传下达 shangchuanxiada
奇山异水 qishanyishui
两 liang
鸣不平 mingbuping
奇山异水 jishanyishui
私塾 sishu
相控阵 xiangkongzhen
心潮难平 xinchaonanping
骂不还口 mabuhuankou
存款额 cunkuane
丁酉 dingyou
复叶 fuye
门牌 menpai
军事科学 junshikexue
亿万 yiwan
山色 shanse
联合战线 lianhezhanxian
破烂不堪 polanbukan
毫无原则 haowuyuanze
姜饼 jiangbing
语音 yuyin
狗眼看人 gouyankanren
人命危浅 renmingweiqian
破土而出 potuerchu
疏忽大意 shuhudayi
小半 xiaoban
新生儿 xinshenger
边防军 bianfangjun
出门在外 chumenzaiwai
技压群芳 jiyaqunfang
不见得 bujiande
头奖 toujiang
思来想去 silaixiangqu
大哥 dage
清晰可见 qingxikejian
小说家 xiaoshuojia
闭目养神 bimuyangshen
路归路 luguilu
大哥 daige
稳中有降 wenzhongyoujiang
走私贩私 zousifansi
芦竹 luzhu
无形之中 wuxingzhizhong
没什么 meishime
糖衣 tangyi
勃勃生机 boboshengji
淫词艳曲 yinciyanqu
如是说 rushishuo
反腐倡廉 fanfuchanglian
劳动改造 laodonggaizao
治外法权 zhiwaifaquan
如闻其声 ruwenqisheng
专线 zhuanxian
擦肩而过 cajianerguo
正字 zhengzi
专著 zhuanzhu
纵深 zongshen
外面儿光 waimianerguang
非请莫入 feiqingmoru
中规中矩 zhongguizhongju
旨意 zhiyi
九 jiu
连台本戏 liantaibenxi
壬子 renzi
妇唱夫随 fuchangfusui
悲观失望 beiguanshiwang
欲言又止 yuyanyouzhi
偏听则暗 piantingzean
夜班车 yebanche
铺面房 pumianfang
自选商场 zixuanshangchang
白桦 baihua
差额选举 chaexuanju
草根 caogen
严霜 yanshuang
防区 fangqu
资不抵债 zibudizhai
指点迷津 zhidianmijin
几易其稿 jiyiqigao
文教卫生 wenjiaoweisheng
别具特色 biejutese
禁脔 jinluan
毫无顾忌 haowuguji
蜡丸 lawan
刑事诉讼 xingshisusong
鸵鸟政策 tuoniaozhengce
夜有所梦 yeyousuomeng
宾客盈门 binkeyingmen
凿凿有据 zaozaoyouju
自选市场 zixuanshichang
淡月 danyue
善解人意 shanjierenyi
诊室 zhenshi
师父 shifu
悠着 youzhuo
河蚌 hebang
条件反射 tiaojianfanshe
吃后悔药 chihouhuiyao
彻夜未眠 cheyeweimian
意蕴 yiyun
盛意 shengyi
理所应当 lisuoyingdang
党群关系 dangqunguanxi
草草收场 caocaoshouchang
余钱 yuqian
歌台舞榭 getaiwuxie
由此观之 youciguanzhi
绿意 lvyi
参议会 canyihui
左左右右 zuozuoyouyou
稀有元素 xiyouyuansu
报告文学 baogaowenxue
私心杂念 sixinzanian
玩花招 wanhuazhao
青菜萝卜 qingcailuobu
土包子 tubaozi
盈月 yingyue
姨夫 yifu
生机勃勃 shengjibobo
身材 shencai
网罟 wanggu
险象环生 xianxianghuansheng
领导干部 lingdaoganbu
用人之长 yongrenzhichang
净重量 jingzhongliang
劳动强度 laodongqiangdu
社会形态 shehuixingtai
奖罚分明 jiangfafenming
警钟长鸣 jingzhongchangming
屋宇 wuyu
誓约 shiyue
蔚成风气 weichengfengqi
鼻青脸肿 biqinglianzhong
急于求成 jiyuqiucheng
黄褐色 huanghese
矿柱 kuangzhu
才俊 caijun
扶弱抑强 furuoyiqiang
重归于好 zhongguiyuhao
芳草 fangcao
说梦话 shuomenghua
职员 zhiyuan
誉满全球 yumanquanqiu
有何面目 youhemianmu
踏雪寻梅 taxuexunmei
说梦话 shuimenghua
屠夫 tufu
万绿丛中 wanlvcongzhong
要死不活 yaosibuhuo
万恶 wane
粗粗拉拉 cuculala
红情绿意 hongqinglvyi
伊拉克人 yilakeren
撒手人寰 sashourenhuan
聘礼 pinli
消极怠工 xiaojidaigong
惧高症 jugaozheng
限定性 xiandingxing
木柱 muzhu
不可避免 bukebimian
花海 huahai
走为上计 zouweishangji
狂风恶浪 kuangfengelang
老板娘 laobanniang
冰点 bingdian
社会意识 shehuiyishi
核反应堆 hefanyingdui
黄雀在后 huangquezaihou
屋脊 wuji
从古到今 conggudaojin
底盘 dipan
一路 yilu
军事管制 junshiguanzhi
药理 yaoli
颓垣断壁 tuiyuanduanbi
路牌 lupai
题匾 tibian
循环赛 xunhuansai
